$N$;Logo 500 08.11.23
$T$;0;yyyyMMdd HHmmss.f
$C$;Empfängerspannung [V];Empfänger LQI [%];Akku Spannung [V];Akku Strom [A];Verbrauchte Kapazität [mAh];Drehzahl (RPM) [1/min];Höhe [m];Restladung [m/s];Absolute Höhe [m];Leistung [W]
$F$;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00
$S$;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
$20231108 105802.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105803.3;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105803.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105804.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105804.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105805.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105805.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105806.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105806.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105807.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105807.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105808.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105808.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105809.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105809.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105810.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105810.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105811.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105811.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105812.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105812.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105813.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105813.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105814.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105814.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105815.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105815.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105816.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105816.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105817.3;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105817.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105818.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105818.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105819.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105819.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105820.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105820.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105821.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105821.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105822.3;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105822.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105823.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105823.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105824.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105824.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105825.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105825.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105826.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105826.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105827.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105827.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105828.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105828.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105829.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105829.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105830.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105830.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105831.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105831.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105832.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105832.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105833.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105833.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105834.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105834.8;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105835.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105835.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105836.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105836.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105837.3;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105837.8;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105838.3;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105838.8;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105839.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105839.8;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105840.3;5.5;100;24.6;0.1;0;0;0;;369;2.5
$20231108 105840.8;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105841.3;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105841.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105842.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105842.8;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105843.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105843.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105844.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105844.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105845.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105845.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105846.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105846.8;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105847.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105847.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105848.3;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105848.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105849.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105849.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105850.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105850.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105851.3;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105851.8;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105852.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105852.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105853.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105853.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105854.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105854.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105855.3;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105855.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105856.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105856.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105857.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105857.8;5.5;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105858.3;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105858.8;5.6;100;24.6;0.0;0;0;0;;369;0.0
$20231108 105859.3;5.6;100;24.6;0.0;0;1000;0;;369;0.0
$20231108 105859.8;5.5;100;24.6;0.0;0;1130;0;;369;0.0
$20231108 105900.3;5.5;100;24.5;1.6;0;1270;0;;369;39.2
$20231108 105900.8;5.6;100;24.4;3.1;0;1390;0;;369;75.6
$20231108 105901.3;5.6;100;24.5;2.9;1;360;0;;369;71.1
$20231108 105901.8;5.6;100;24.4;2.9;1;360;0;;369;70.8
$20231108 105902.3;5.6;100;24.4;3.7;2;420;0;;369;90.3
$20231108 105902.8;5.5;100;24.3;4.5;2;570;0;;369;109.3
$20231108 105903.3;5.5;100;24.3;5.3;3;630;0;;369;128.8
$20231108 105903.8;5.6;100;24.2;6.2;4;700;0;;369;150.0
$20231108 105904.3;5.6;100;24.1;7.4;5;790;0;;369;178.3
$20231108 105904.8;5.5;100;24.1;8.3;6;920;0;;369;200.0
$20231108 105905.3;5.5;100;24.1;8.4;7;990;0;;369;202.4
$20231108 105905.8;5.5;100;24.0;9.1;8;1050;0;;369;218.4
$20231108 105906.3;5.6;100;23.9;10.2;10;1110;0;;369;243.8
$20231108 105906.8;5.5;100;23.9;10.9;12;1240;0;;369;260.5
$20231108 105907.3;5.6;100;23.8;11.7;13;1300;0;;369;278.5
$20231108 105907.8;5.6;100;23.8;11.6;14;1350;0;;369;276.1
$20231108 105908.3;5.5;100;23.7;12.9;17;1400;0;;369;305.7
$20231108 105908.8;5.6;100;23.7;13.5;18;1500;0;;369;320.0
$20231108 105909.3;5.6;100;23.7;13.5;20;1550;0;;369;320.0
$20231108 105909.8;5.6;100;23.6;13.8;21;1590;0;;369;325.7
$20231108 105910.3;5.5;100;23.5;15.5;25;1650;0;;369;364.2
$20231108 105910.8;5.6;100;23.5;15.9;27;1740;0;;369;373.6
$20231108 105911.3;5.6;100;23.5;16.2;28;1770;0;;369;380.7
$20231108 105911.8;5.6;100;23.4;16.8;30;1820;0;;369;393.1
$20231108 105912.3;5.5;100;23.4;18.1;34;1860;0;;369;423.5
$20231108 105912.8;5.5;100;23.4;18.1;34;1900;0;;369;423.5
$20231108 105913.3;5.6;100;23.1;21.5;36;1940;0;;369;496.6
$20231108 105913.8;5.5;100;23.2;11.1;41;1990;0;;369;257.5
$20231108 105914.3;5.6;100;24.1;6.1;41;1870;0;;369;147.0
$20231108 105914.8;5.6;100;23.8;10.3;42;1850;0;;369;245.1
$20231108 105915.3;5.6;100;23.6;13.5;43;1840;0;;369;318.6
$20231108 105915.8;5.5;100;23.5;13.8;46;1840;0;;369;324.3
$20231108 105916.3;5.6;100;23.5;14.2;48;1840;0;;369;333.7
$20231108 105916.8;5.5;100;23.5;14.5;50;1850;0;;369;340.8
$20231108 105917.3;5.6;100;23.5;14.8;51;1850;0;;369;347.8
$20231108 105917.8;5.5;100;23.4;15.0;54;1850;0;;369;351.0
$20231108 105918.3;5.6;100;23.4;15.0;54;1850;0;;369;351.0
$20231108 105918.8;5.5;100;23.4;15.6;58;1860;0;;369;365.0
$20231108 105919.3;5.5;100;23.4;15.5;60;1860;0;;369;362.7
$20231108 105919.8;5.6;100;23.4;15.8;62;1870;0;;369;369.7
$20231108 105920.3;5.5;100;23.3;16.2;64;1870;0;;369;377.5
$20231108 105920.8;5.5;100;23.3;16.1;67;1880;0;;369;375.1
$20231108 105921.3;5.5;100;23.3;16.3;69;1880;0;;369;379.8
$20231108 105921.8;5.6;100;23.3;16.0;71;1890;0;;369;372.8
$20231108 105922.3;5.6;100;23.3;15.6;72;1890;0;;369;363.5
$20231108 105922.8;5.5;100;23.3;16.4;76;1890;0;;369;382.1
$20231108 105923.3;5.6;100;23.3;15.3;78;1890;0;;369;356.5
$20231108 105923.8;5.6;100;23.3;16.2;80;1890;0;;369;377.5
$20231108 105924.3;5.5;100;23.2;16.5;82;1900;0;;369;382.8
$20231108 105924.8;5.5;100;23.3;17.0;86;1910;0;;369;396.1
$20231108 105925.3;5.6;100;23.2;18.5;88;1900;0;;369;429.2
$20231108 105925.8;5.6;100;23.1;19.6;90;1900;0;;369;452.8
$20231108 105926.3;5.6;100;23.2;19.4;92;1910;0;;369;450.1
$20231108 105926.8;5.5;100;23.3;14.9;96;1930;0;;369;347.2
$20231108 105927.3;5.6;100;23.3;15.0;98;1950;0;;369;349.5
$20231108 105927.8;5.6;100;23.3;14.8;100;1950;0;;369;344.8
$20231108 105928.3;5.6;100;23.3;14.9;101;1960;0;;369;347.2
$20231108 105928.8;5.6;100;23.5;10.9;104;1940;0;;369;256.1
$20231108 105929.3;5.5;100;23.4;13.3;105;1910;0;;369;311.2
$20231108 105929.8;5.5;100;23.4;13.8;105;1910;0;;369;322.9
$20231108 105930.3;5.6;100;23.3;14.3;108;1900;0;;369;333.2
$20231108 105930.8;5.6;100;23.3;14.5;110;1910;0;;369;337.8
$20231108 105931.3;5.5;100;23.4;14.1;112;1910;0;;369;329.9
$20231108 105931.8;5.5;100;23.3;14.9;113;1910;0;;369;347.2
$20231108 105932.3;5.5;100;23.3;14.6;116;1910;0;;369;340.2
$20231108 105932.8;5.6;100;23.3;14.3;118;1900;0;;369;333.2
$20231108 105933.3;5.5;100;23.3;14.8;120;1900;0;;369;344.8
$20231108 105933.8;5.5;100;23.3;14.5;122;1910;0;;369;337.8
$20231108 105934.3;5.6;100;23.3;14.9;125;1910;0;;369;347.2
$20231108 105934.8;5.5;100;23.2;14.1;127;1910;0;;369;327.1
$20231108 105935.3;5.5;100;23.5;11.3;128;1870;0;;369;265.6
$20231108 105935.8;5.5;100;23.4;13.1;129;1870;0;;369;306.5
$20231108 105936.3;5.5;100;23.3;14.4;132;1870;0;;369;335.5
$20231108 105936.8;5.6;100;23.3;14.4;132;1870;0;;369;335.5
$20231108 105937.3;5.5;100;23.3;13.3;136;1880;0;;369;309.9
$20231108 105937.8;5.6;100;23.4;13.1;137;1870;0;;369;306.5
$20231108 105938.3;5.6;100;23.5;11.5;138;1850;0;;369;270.2
$20231108 105938.8;5.5;100;23.3;13.4;140;1840;0;;369;312.2
$20231108 105939.3;5.6;100;23.4;13.7;143;1840;0;;369;320.6
$20231108 105939.8;5.5;100;23.4;13.5;144;1830;0;;369;315.9
$20231108 105940.3;5.6;100;23.3;14.2;146;1830;0;;369;330.9
$20231108 105940.8;5.5;100;23.5;9.5;148;1830;0;;369;223.2
$20231108 105941.3;5.5;100;23.4;13.0;151;1800;0;;369;304.2
$20231108 105941.8;5.6;100;23.3;13.7;152;1790;0;;369;319.2
$20231108 105942.3;5.6;100;23.3;14.5;154;1800;0;;369;337.8
$20231108 105942.8;5.6;100;23.3;14.4;155;1800;0;;369;335.5
$20231108 105943.3;5.6;100;23.3;14.3;158;1810;0;;369;333.2
$20231108 105943.8;5.6;100;23.3;14.6;160;1820;0;;369;340.2
$20231108 105944.3;5.6;100;23.3;14.6;162;1820;0;;369;340.2
$20231108 105944.8;5.6;100;23.2;14.8;163;1820;0;;369;343.4
$20231108 105945.3;5.6;100;23.3;14.6;167;1830;0;;369;340.2
$20231108 105945.8;5.6;100;23.2;15.0;168;1830;0;;369;348.0
$20231108 105946.3;5.4;100;23.3;14.6;170;1820;0;;369;340.2
$20231108 105946.8;5.5;100;22.8;18.8;172;1840;0;;369;428.6
$20231108 105947.3;5.5;100;22.8;23.9;175;1900;0;;369;544.9
$20231108 105947.8;5.5;100;22.7;25.5;177;1970;0;;369;578.9
$20231108 105948.3;5.5;100;23.0;17.6;180;2010;0;;369;404.8
$20231108 105948.8;5.6;100;23.0;18.7;184;2010;0;;369;430.1
$20231108 105949.3;5.4;100;23.0;18.6;186;2020;0;;369;427.8
$20231108 105949.8;5.5;100;22.9;18.6;188;2020;0;;369;425.9
$20231108 105950.3;5.4;100;23.3;7.8;190;2030;0;;369;181.7
$20231108 105950.8;5.6;100;23.7;5.9;192;1900;0;;369;139.8
$20231108 105951.3;5.5;100;23.4;11.6;193;1870;0;;369;271.4
$20231108 105951.8;5.5;100;23.3;13.2;195;1860;0;;369;307.6
$20231108 105952.3;5.6;100;23.3;13.7;196;1860;0;;369;319.2
$20231108 105952.8;5.6;100;23.2;13.7;196;1880;0;;369;317.8
$20231108 105953.3;5.6;100;23.2;14.4;201;1890;0;;369;334.1
$20231108 105953.8;5.5;100;23.2;14.1;203;1890;0;;369;327.1
$20231108 105954.3;5.6;100;23.2;14.1;204;1900;0;;369;327.1
$20231108 105954.8;5.5;100;23.2;14.1;206;1900;0;;369;327.1
$20231108 105955.3;5.6;100;23.2;14.0;208;1910;0;;369;324.8
$20231108 105955.8;5.5;100;23.2;14.1;211;1910;0;;369;327.1
$20231108 105956.3;5.6;100;23.2;14.0;213;1920;0;;369;324.8
$20231108 105956.8;5.6;100;23.2;14.0;214;1930;0;;369;324.8
$20231108 105957.3;5.6;100;23.2;14.2;216;1930;0;;369;329.4
$20231108 105957.8;5.5;100;23.2;14.3;219;1940;0;;369;331.8
$20231108 105958.3;5.5;100;23.2;14.4;221;1940;0;;369;334.1
$20231108 105958.8;5.5;100;23.2;14.4;222;1950;0;;369;334.1
$20231108 105959.3;5.5;100;23.2;14.3;224;1950;0;;369;331.8
$20231108 105959.8;5.5;100;23.2;15.8;227;1960;0;;369;366.6
$20231108 110000.3;5.4;100;23.1;15.2;229;1980;0;;369;351.1
$20231108 110000.8;5.5;100;23.1;15.2;231;1980;0;;369;351.1
$20231108 110001.3;5.5;100;23.0;16.5;233;1970;-1;;368;379.5
$20231108 110001.8;5.5;100;22.9;19.4;237;1960;-1;;368;444.3
$20231108 110002.3;5.6;100;22.9;19.2;239;1970;-1;;368;439.7
$20231108 110002.8;5.6;100;22.9;19.4;241;1970;-1;;368;444.3
$20231108 110003.3;5.5;100;23.0;19.1;243;1980;-1;;368;439.3
$20231108 110003.8;5.4;100;22.9;16.8;248;1980;-1;;368;384.7
$20231108 110004.3;5.4;100;22.9;19.8;250;1980;-1;;368;453.4
$20231108 110004.8;5.5;100;22.8;22.0;250;1980;-1;;368;501.6
$20231108 110005.3;5.5;100;22.8;20.9;255;1970;0;;369;476.5
$20231108 110005.8;5.5;100;22.8;20.9;257;1980;0;;369;476.5
$20231108 110006.3;5.4;100;22.9;20.1;259;1980;0;;369;460.3
$20231108 110006.8;5.5;100;22.9;19.5;262;1980;1;;370;446.5
$20231108 110007.3;5.4;100;22.8;21.2;267;1980;0;;369;483.4
$20231108 110007.8;5.6;100;22.8;21.0;268;1980;1;;370;478.8
$20231108 110008.3;5.5;100;22.8;20.9;271;1980;0;;369;476.5
$20231108 110008.8;5.4;100;22.8;20.9;273;1980;0;;369;476.5
$20231108 110009.3;5.6;100;22.8;20.9;276;1980;0;;369;476.5
$20231108 110009.8;5.5;100;22.6;24.4;281;1970;0;;369;551.4
$20231108 110010.3;5.4;100;22.6;20.8;283;1980;1;;370;470.1
$20231108 110010.8;5.5;100;22.9;18.6;285;1970;1;;370;425.9
$20231108 110011.3;5.6;100;22.7;23.2;290;1960;0;;369;526.6
$20231108 110011.8;5.5;100;22.6;24.5;292;1960;0;;369;553.7
$20231108 110012.3;5.6;100;22.7;21.8;295;1960;0;;369;494.9
$20231108 110012.8;5.5;100;22.7;21.6;297;1980;0;;369;490.3
$20231108 110013.3;5.5;100;22.8;21.0;300;1980;1;;370;478.8
$20231108 110013.8;5.5;100;22.7;20.7;302;1980;1;;370;469.9
$20231108 110014.3;5.5;100;22.7;21.7;307;1980;1;;370;492.6
$20231108 110014.8;5.4;100;22.7;20.8;310;1980;2;;371;472.2
$20231108 110015.3;5.5;100;22.7;21.5;311;1980;2;;371;488.1
$20231108 110015.8;5.5;100;22.8;20.7;314;1980;2;;371;472.0
$20231108 110016.3;5.4;100;22.7;21.0;319;1980;2;;371;476.7
$20231108 110016.8;5.4;100;22.7;20.8;321;1980;2;;371;472.2
$20231108 110017.3;5.5;100;22.7;18.1;323;1980;2;;371;410.9
$20231108 110017.8;5.6;100;22.7;20.0;325;1970;2;;371;454.0
$20231108 110018.3;5.4;100;22.7;21.3;330;1980;2;;371;483.5
$20231108 110018.8;5.5;100;22.7;20.9;333;1980;2;;371;474.4
$20231108 110019.3;5.6;100;22.7;20.0;335;1980;2;;371;454.0
$20231108 110019.8;5.5;100;22.7;19.3;337;1980;3;;372;438.1
$20231108 110020.3;5.6;100;22.7;21.7;342;1980;3;;372;492.6
$20231108 110020.8;5.5;100;22.7;20.4;344;1980;4;;373;463.1
$20231108 110021.3;5.4;100;22.7;20.3;347;1980;4;;373;460.8
$20231108 110021.8;5.5;100;22.7;21.5;349;1980;4;;373;488.1
$20231108 110022.3;5.5;100;22.7;20.5;352;1980;3;;372;465.4
$20231108 110022.8;5.6;100;22.7;20.0;353;1980;3;;372;454.0
$20231108 110023.3;5.5;100;22.7;20.6;358;1980;3;;372;467.6
$20231108 110023.8;5.5;100;22.6;21.2;361;1980;3;;372;479.1
$20231108 110024.3;5.5;100;22.6;21.1;363;1980;3;;372;476.9
$20231108 110024.8;5.4;100;22.6;19.7;366;1980;3;;372;445.2
$20231108 110025.3;5.6;100;22.6;18.6;368;1980;3;;372;420.4
$20231108 110025.8;5.4;100;22.6;19.7;372;1980;3;;372;445.2
$20231108 110026.3;5.5;100;22.8;17.9;375;1980;4;;373;408.1
$20231108 110026.8;5.5;100;22.8;18.4;377;1980;4;;373;419.5
$20231108 110027.3;5.5;100;22.7;19.7;377;1970;3;;372;447.2
$20231108 110027.8;5.6;100;22.7;19.4;383;1980;3;;372;440.4
$20231108 110028.3;5.4;100;22.7;19.3;385;1970;3;;372;438.1
$20231108 110028.8;5.5;100;22.7;20.8;387;1980;3;;372;472.2
$20231108 110029.3;5.6;100;22.7;18.6;390;1980;3;;372;422.2
$20231108 110029.8;5.6;100;22.7;18.6;392;1980;3;;372;422.2
$20231108 110030.3;5.5;100;22.7;17.6;394;1980;3;;372;399.5
$20231108 110030.8;5.5;100;22.8;17.9;398;1980;3;;372;408.1
$20231108 110031.3;5.5;100;22.7;20.1;400;1970;2;;371;456.3
$20231108 110031.8;5.5;100;22.6;21.0;402;1980;1;;370;474.6
$20231108 110032.3;5.5;100;22.5;21.2;405;1970;1;;370;477.0
$20231108 110032.8;5.5;100;22.5;22.9;410;1980;1;;370;515.2
$20231108 110033.3;5.5;100;22.5;23.2;413;1980;2;;371;522.0
$20231108 110033.8;5.5;100;22.6;22.4;415;1980;2;;371;506.2
$20231108 110034.3;5.5;100;22.6;22.6;418;1980;3;;372;510.8
$20231108 110034.8;5.4;100;22.6;21.3;422;1970;4;;373;481.4
$20231108 110035.3;5.5;100;22.6;20.7;425;1980;5;;374;467.8
$20231108 110035.8;5.6;100;22.5;20.9;428;1980;6;;375;470.2
$20231108 110036.3;5.6;100;22.5;21.9;430;1980;6;;375;492.8
$20231108 110036.8;5.5;100;22.5;20.2;434;1980;7;;376;454.5
$20231108 110037.3;5.5;100;22.5;22.5;437;1980;8;;377;506.2
$20231108 110037.8;5.6;100;22.6;20.5;440;1980;8;;377;463.3
$20231108 110038.3;5.5;100;22.6;19.0;442;1980;9;;378;429.4
$20231108 110038.8;5.5;100;22.7;17.8;446;1980;9;;378;404.1
$20231108 110039.3;5.6;100;22.6;20.8;448;1970;9;;378;470.1
$20231108 110039.8;5.3;100;22.6;20.2;450;1980;9;;378;456.5
$20231108 110040.3;5.3;100;22.6;16.8;453;1980;9;;378;379.7
$20231108 110040.8;5.5;100;22.7;14.5;455;1980;9;;378;329.2
$20231108 110041.3;5.5;100;22.8;15.4;457;1970;9;;378;351.1
$20231108 110041.8;5.6;100;22.7;16.7;458;1970;9;;378;379.1
$20231108 110042.3;5.5;100;22.7;18.4;462;1970;8;;377;417.7
$20231108 110042.8;5.5;100;22.6;20.3;464;1970;8;;377;458.8
$20231108 110043.3;5.5;100;22.6;20.5;467;1980;9;;378;463.3
$20231108 110043.8;5.5;100;22.6;19.9;469;1980;8;;377;449.7
$20231108 110044.3;5.5;100;22.5;20.6;474;1980;7;;376;463.5
$20231108 110044.8;5.5;100;22.6;19.4;476;1980;6;;375;438.4
$20231108 110045.3;5.4;100;22.6;18.2;478;1980;6;;375;411.3
$20231108 110045.8;5.5;100;22.7;17.5;480;1980;6;;375;397.2
$20231108 110046.3;5.5;100;22.6;18.8;484;1980;5;;374;424.9
$20231108 110046.8;5.5;100;22.7;16.1;486;1970;5;;374;365.5
$20231108 110047.3;5.4;100;22.7;17.9;488;1970;5;;374;406.3
$20231108 110047.8;5.6;100;22.6;18.4;490;1970;5;;374;415.8
$20231108 110048.3;5.6;100;22.6;19.0;492;1970;5;;374;429.4
$20231108 110048.8;5.5;100;22.7;16.8;494;1980;5;;374;381.4
$20231108 110049.3;5.6;100;22.6;18.2;499;1980;5;;374;411.3
$20231108 110049.8;5.5;100;22.7;17.3;500;1980;4;;373;392.7
$20231108 110050.3;5.6;100;22.7;17.3;503;1980;4;;373;392.7
$20231108 110050.8;5.5;100;22.6;17.8;504;1980;3;;372;402.3
$20231108 110051.3;5.5;100;22.6;19.3;508;1980;3;;372;436.2
$20231108 110051.8;5.5;100;22.6;18.5;511;1980;3;;372;418.1
$20231108 110052.3;5.5;100;22.6;19.5;513;1980;3;;372;440.7
$20231108 110052.8;5.6;100;22.5;19.4;516;1970;2;;371;436.5
$20231108 110053.3;5.5;100;22.5;21.7;520;1980;1;;370;488.3
$20231108 110053.8;5.4;100;22.4;26.7;522;1950;1;;370;598.1
$20231108 110054.3;5.5;100;22.2;28.4;526;1980;2;;371;630.5
$20231108 110054.8;5.5;100;22.5;20.5;528;1980;2;;371;461.2
$20231108 110055.3;5.6;100;22.6;17.5;533;1980;3;;372;395.5
$20231108 110055.8;5.5;100;22.6;17.5;533;1970;3;;372;395.5
$20231108 110056.3;5.5;100;22.5;20.0;537;1970;3;;372;450.0
$20231108 110056.8;5.5;100;22.5;22.2;540;1970;3;;372;499.5
$20231108 110057.3;5.5;100;22.5;19.2;542;1980;3;;372;432.0
$20231108 110057.8;5.5;100;22.6;18.5;546;1980;4;;373;418.1
$20231108 110058.3;5.5;100;22.5;20.6;546;1980;4;;373;463.5
$20231108 110058.8;5.5;100;22.5;22.8;551;1970;4;;373;513.0
$20231108 110059.3;5.4;100;22.4;23.6;554;1980;6;;375;528.6
$20231108 110059.8;5.5;100;22.4;22.8;556;1980;6;;375;510.7
$20231108 110100.3;5.5;100;22.4;23.0;559;1980;8;;377;515.2
$20231108 110100.8;5.4;100;22.3;24.0;565;1980;9;;378;535.2
$20231108 110101.3;5.6;100;22.2;26.6;567;1970;11;;380;590.5
$20231108 110101.8;5.6;100;22.1;25.4;570;1980;13;;382;561.3
$20231108 110102.3;5.4;100;22.3;23.3;573;1980;15;;384;519.6
$20231108 110102.8;5.5;100;22.4;19.0;578;1980;16;;385;425.6
$20231108 110103.3;5.4;100;22.6;18.2;580;1970;17;;386;411.3
$20231108 110103.8;5.5;100;22.4;20.0;582;1980;17;;386;448.0
$20231108 110104.3;5.6;100;22.7;15.1;584;1970;17;;386;342.8
$20231108 110104.8;5.5;100;22.6;16.1;588;1970;16;;385;363.9
